index,pid,plant_name,Date,Depth_mm,IrrigationGroup,Time_hr
370,1,Guayule MAC D050 2018,2018-09-12 00:00:00,9,a,2
371,1,Guayule MAC D050 2018,2018-09-13 00:00:00,6,a,2
372,1,Guayule MAC D050 2018,2018-09-14 00:00:00,6,a,2
373,1,Guayule MAC D050 2018,2018-09-15 00:00:00,6,a,2
374,1,Guayule MAC D050 2018,2018-09-19 00:00:00,12,a,2
375,1,Guayule MAC D050 2018,2018-09-20 00:00:00,12,a,2
376,1,Guayule MAC D050 2018,2018-09-21 00:00:00,6,a,2
377,1,Guayule MAC D050 2018,2018-09-22 00:00:00,6,a,2
378,1,Guayule MAC D050 2018,2018-09-23 00:00:00,6,a,2
379,1,Guayule MAC D050 2018,2018-09-24 00:00:00,6,a,2
380,1,Guayule MAC D050 2018,2018-09-28 00:00:00,12,a,2
381,1,Guayule MAC D050 2018,2018-09-29 00:00:00,6,a,2
382,1,Guayule MAC D050 2018,2018-09-30 00:00:00,6,a,2
383,1,Guayule MAC D050 2018,2018-10-04 00:00:00,6,a,2
384,1,Guayule MAC D050 2018,2018-10-28 00:00:00,15.5,a,2
385,1,Guayule MAC D050 2018,2018-10-30 00:00:00,15.5,a,2
386,1,Guayule MAC D050 2018,2018-11-01 00:00:00,6,a,2
387,1,Guayule MAC D050 2018,2018-11-03 00:00:00,12,a,2
388,1,Guayule MAC D050 2018,2018-11-07 00:00:00,6,a,2
389,1,Guayule MAC D050 2018,2018-11-10 00:00:00,6,a,2
390,1,Guayule MAC D050 2018,2018-11-13 00:00:00,6,a,2
391,1,Guayule MAC D050 2018,2018-11-15 00:00:00,6,a,2
392,1,Guayule MAC D050 2018,2019-02-13 00:00:00,7.235,a,2
393,1,Guayule MAC D050 2018,2019-02-16 00:00:00,3.616665,a,2
394,1,Guayule MAC D050 2018,2019-02-17 00:00:00,5.15,a,2
395,1,Guayule MAC D050 2018,2019-02-21 00:00:00,5.15,a,2
396,1,Guayule MAC D050 2018,2019-03-19 00:00:00,5.02620284,a,2
397,1,Guayule MAC D050 2018,2019-03-20 00:00:00,4.986545856,a,2
398,1,Guayule MAC D050 2018,2019-03-21 00:00:00,5.064580566,a,2
399,1,Guayule MAC D050 2018,2019-03-22 00:00:00,4.945609615,a,2
400,1,Guayule MAC D050 2018,2019-03-23 00:00:00,4.72046029,a,2
401,1,Guayule MAC D050 2018,2019-03-27 00:00:00,5.05,a,2
402,1,Guayule MAC D050 2018,2019-03-28 00:00:00,5.05,a,2
403,1,Guayule MAC D050 2018,2019-04-02 00:00:00,4.7,a,2
404,1,Guayule MAC D050 2018,2019-04-03 00:00:00,4.7,a,2
405,1,Guayule MAC D050 2018,2019-04-04 00:00:00,4.7,a,2
406,1,Guayule MAC D050 2018,2019-04-07 00:00:00,4.7,a,2
407,1,Guayule MAC D050 2018,2019-04-10 00:00:00,6.25,a,2
408,1,Guayule MAC D050 2018,2019-04-12 00:00:00,4.7,a,2
409,1,Guayule MAC D050 2018,2019-04-13 00:00:00,4.7,a,2
410,1,Guayule MAC D050 2018,2019-04-14 00:00:00,4.7,a,2
411,1,Guayule MAC D050 2018,2019-04-15 00:00:00,4.9,a,2
412,1,Guayule MAC D050 2018,2019-04-18 00:00:00,4.75,a,2
413,1,Guayule MAC D050 2018,2019-04-19 00:00:00,4.75,a,2
414,1,Guayule MAC D050 2018,2019-04-20 00:00:00,4.75,a,2
415,1,Guayule MAC D050 2018,2019-04-22 00:00:00,4.95,a,2
416,1,Guayule MAC D050 2018,2019-04-23 00:00:00,7.2,a,2
417,1,Guayule MAC D050 2018,2019-04-24 00:00:00,7.2,a,2
418,1,Guayule MAC D050 2018,2019-04-25 00:00:00,7.15,a,2
419,1,Guayule MAC D050 2018,2019-04-28 00:00:00,6.95,a,2
420,1,Guayule MAC D050 2018,2019-04-29 00:00:00,7,a,2
421,1,Guayule MAC D050 2018,2019-04-30 00:00:00,6.85,a,2
422,1,Guayule MAC D050 2018,2019-05-01 00:00:00,6.95,a,2
423,1,Guayule MAC D050 2018,2019-05-02 00:00:00,7,a,2
424,1,Guayule MAC D050 2018,2019-05-03 00:00:00,7,a,2
425,1,Guayule MAC D050 2018,2019-05-08 00:00:00,6.9,a,2
426,1,Guayule MAC D050 2018,2019-05-09 00:00:00,6.85,a,2
427,1,Guayule MAC D050 2018,2019-05-10 00:00:00,6.85,a,2
428,1,Guayule MAC D050 2018,2019-05-11 00:00:00,6.85,a,2
429,1,Guayule MAC D050 2018,2019-05-12 00:00:00,6.85,a,2
430,1,Guayule MAC D050 2018,2019-05-14 00:00:00,4.75,a,2
431,1,Guayule MAC D050 2018,2019-05-15 00:00:00,4.75,a,2
432,1,Guayule MAC D050 2018,2019-05-16 00:00:00,4.75,a,2
433,1,Guayule MAC D050 2018,2019-05-17 00:00:00,4.75,a,2
434,1,Guayule MAC D050 2018,2019-05-18 00:00:00,4.75,a,2
435,1,Guayule MAC D050 2018,2019-05-19 00:00:00,4.75,a,2
436,1,Guayule MAC D050 2018,2019-05-21 00:00:00,4.7,a,2
437,1,Guayule MAC D050 2018,2019-05-22 00:00:00,4.7,a,2
438,1,Guayule MAC D050 2018,2019-05-23 00:00:00,4.7,a,2
439,1,Guayule MAC D050 2018,2019-05-24 00:00:00,5,a,2
440,1,Guayule MAC D050 2018,2019-05-27 00:00:00,6.95,a,2
441,1,Guayule MAC D050 2018,2019-05-28 00:00:00,6.95,a,2
442,1,Guayule MAC D050 2018,2019-05-29 00:00:00,6.95,a,2
443,1,Guayule MAC D050 2018,2019-05-30 00:00:00,6.95,a,2
444,1,Guayule MAC D050 2018,2019-05-31 00:00:00,6.95,a,2
445,1,Guayule MAC D050 2018,2019-06-03 00:00:00,5.7,a,2
446,1,Guayule MAC D050 2018,2019-06-04 00:00:00,5.7,a,2
447,1,Guayule MAC D050 2018,2019-06-05 00:00:00,5.7,a,2
448,1,Guayule MAC D050 2018,2019-06-06 00:00:00,5.7,a,2
449,1,Guayule MAC D050 2018,2019-06-07 00:00:00,5.7,a,2
450,1,Guayule MAC D050 2018,2019-06-08 00:00:00,5.7,a,2
451,1,Guayule MAC D050 2018,2019-06-09 00:00:00,5.7,a,2
452,1,Guayule MAC D050 2018,2019-06-10 00:00:00,8.1,a,2
453,1,Guayule MAC D050 2018,2019-06-11 00:00:00,8.1,a,2
454,1,Guayule MAC D050 2018,2019-06-12 00:00:00,8.1,a,2
455,1,Guayule MAC D050 2018,2019-06-13 00:00:00,8.1,a,2
456,1,Guayule MAC D050 2018,2019-06-14 00:00:00,8.1,a,2
457,1,Guayule MAC D050 2018,2019-06-15 00:00:00,8.1,a,2
458,1,Guayule MAC D050 2018,2019-06-17 00:00:00,5.5,a,2
459,1,Guayule MAC D050 2018,2019-06-18 00:00:00,5.5,a,2
460,1,Guayule MAC D050 2018,2019-06-19 00:00:00,5.5,a,2
461,1,Guayule MAC D050 2018,2019-06-20 00:00:00,5.5,a,2
462,1,Guayule MAC D050 2018,2019-06-21 00:00:00,5.5,a,2
463,1,Guayule MAC D050 2018,2019-06-22 00:00:00,5.5,a,2
464,1,Guayule MAC D050 2018,2019-06-24 00:00:00,4.6,a,2
465,1,Guayule MAC D050 2018,2019-06-25 00:00:00,4.6,a,2
466,1,Guayule MAC D050 2018,2019-06-26 00:00:00,4.6,a,2
467,1,Guayule MAC D050 2018,2019-06-27 00:00:00,4.6,a,2
468,1,Guayule MAC D050 2018,2019-06-28 00:00:00,4.6,a,2
469,1,Guayule MAC D050 2018,2019-06-29 00:00:00,4.6,a,2
470,1,Guayule MAC D050 2018,2019-06-30 00:00:00,4.6,a,2
471,1,Guayule MAC D050 2018,2019-07-01 00:00:00,11.1,a,2
472,1,Guayule MAC D050 2018,2019-07-02 00:00:00,8.55,a,2
473,1,Guayule MAC D050 2018,2019-07-03 00:00:00,8.5,a,2
474,1,Guayule MAC D050 2018,2019-07-04 00:00:00,12.7,a,2
475,1,Guayule MAC D050 2018,2019-07-05 00:00:00,12.7,a,2
476,1,Guayule MAC D050 2018,2019-07-07 00:00:00,12.15,a,2
477,1,Guayule MAC D050 2018,2019-07-08 00:00:00,2.9,a,2
478,1,Guayule MAC D050 2018,2019-07-09 00:00:00,2.9,a,2
479,1,Guayule MAC D050 2018,2019-07-10 00:00:00,2.9,a,2
480,1,Guayule MAC D050 2018,2019-07-11 00:00:00,12,a,2
481,1,Guayule MAC D050 2018,2019-07-12 00:00:00,13.55,a,2
482,1,Guayule MAC D050 2018,2019-07-16 00:00:00,5.6,a,2
483,1,Guayule MAC D050 2018,2019-07-17 00:00:00,5.6,a,2
484,1,Guayule MAC D050 2018,2019-07-18 00:00:00,5.6,a,2
485,1,Guayule MAC D050 2018,2019-07-19 00:00:00,5.4,a,2
486,1,Guayule MAC D050 2018,2019-07-20 00:00:00,5.4,a,2
487,1,Guayule MAC D050 2018,2019-07-21 00:00:00,5.4,a,2
488,1,Guayule MAC D050 2018,2019-07-22 00:00:00,5.55,a,2
489,1,Guayule MAC D050 2018,2019-07-24 00:00:00,5.5,a,2
490,1,Guayule MAC D050 2018,2019-07-25 00:00:00,5.5,a,2
491,1,Guayule MAC D050 2018,2019-07-26 00:00:00,6.55,a,2
492,1,Guayule MAC D050 2018,2019-07-27 00:00:00,6.55,a,2
493,1,Guayule MAC D050 2018,2019-07-28 00:00:00,6.55,a,2
494,1,Guayule MAC D050 2018,2019-07-30 00:00:00,5,a,2
495,1,Guayule MAC D050 2018,2019-07-31 00:00:00,5,a,2
496,1,Guayule MAC D075 2018,2018-04-20 00:00:00,33,a,2
497,1,Guayule MAC D075 2018,2018-04-21 00:00:00,31.5,a,2
498,1,Guayule MAC D075 2018,2018-04-22 00:00:00,15.75,a,2
499,1,Guayule MAC D075 2018,2018-04-23 00:00:00,15,a,2
500,1,Guayule MAC D075 2018,2018-04-24 00:00:00,9,a,2
501,1,Guayule MAC D075 2018,2018-04-25 00:00:00,11.25,a,2
502,1,Guayule MAC D075 2018,2018-04-26 00:00:00,29.25,a,2
503,1,Guayule MAC D075 2018,2018-04-27 00:00:00,45,a,2
504,1,Guayule MAC D075 2018,2018-04-28 00:00:00,8.25,a,2
505,1,Guayule MAC D075 2018,2018-04-29 00:00:00,4.5,a,2
506,1,Guayule MAC D075 2018,2018-04-30 00:00:00,4.5,a,2
507,1,Guayule MAC D075 2018,2018-05-01 00:00:00,6,a,2
508,1,Guayule MAC D075 2018,2018-05-03 00:00:00,9.15,a,2
509,1,Guayule MAC D075 2018,2018-05-05 00:00:00,11.1,a,2
510,1,Guayule MAC D075 2018,2018-05-07 00:00:00,11.1,a,2
511,1,Guayule MAC D075 2018,2018-05-09 00:00:00,11.1,a,2
512,1,Guayule MAC D075 2018,2018-05-11 00:00:00,11.1,a,2
513,1,Guayule MAC D075 2018,2018-05-13 00:00:00,11.1,a,2
514,1,Guayule MAC D075 2018,2018-05-16 00:00:00,8.925,a,2
515,1,Guayule MAC D075 2018,2018-05-17 00:00:00,11.1,a,2
516,1,Guayule MAC D075 2018,2018-05-19 00:00:00,11.1,a,2
517,1,Guayule MAC D075 2018,2018-05-21 00:00:00,11.25,a,2
518,1,Guayule MAC D075 2018,2018-05-22 00:00:00,12.75,a,2
519,1,Guayule MAC D075 2018,2018-05-26 00:00:00,11.25,a,2
520,1,Guayule MAC D075 2018,2018-05-28 00:00:00,11.25,a,2
521,1,Guayule MAC D075 2018,2018-05-29 00:00:00,7.5,a,2
522,1,Guayule MAC D075 2018,2018-05-30 00:00:00,7.5,a,2
523,1,Guayule MAC D075 2018,2018-05-31 00:00:00,11.25,a,2
524,1,Guayule MAC D075 2018,2018-06-01 00:00:00,11.25,a,2
525,1,Guayule MAC D075 2018,2018-06-05 00:00:00,8.25,a,2
526,1,Guayule MAC D075 2018,2018-06-06 00:00:00,8.25,a,2
527,1,Guayule MAC D075 2018,2018-06-07 00:00:00,12,a,2
528,1,Guayule MAC D075 2018,2018-06-08 00:00:00,12,a,2
529,1,Guayule MAC D075 2018,2018-06-09 00:00:00,12,a,2
530,1,Guayule MAC D075 2018,2018-06-10 00:00:00,12,a,2
531,1,Guayule MAC D075 2018,2018-06-15 00:00:00,12,a,2
532,1,Guayule MAC D075 2018,2018-06-22 00:00:00,12,a,2
533,1,Guayule MAC D075 2018,2018-06-28 00:00:00,8.1,a,2
534,1,Guayule MAC D075 2018,2018-07-02 00:00:00,13.5,a,2
535,1,Guayule MAC D075 2018,2018-07-04 00:00:00,13.5,a,2
536,1,Guayule MAC D075 2018,2018-07-05 00:00:00,13.5,a,2
537,1,Guayule MAC D075 2018,2018-07-06 00:00:00,13.5,a,2
538,1,Guayule MAC D075 2018,2018-07-07 00:00:00,13.5,a,2
539,1,Guayule MAC D075 2018,2018-07-09 00:00:00,8.25,a,2
540,1,Guayule MAC D075 2018,2018-07-10 00:00:00,8.25,a,2
541,1,Guayule MAC D075 2018,2018-07-11 00:00:00,8.25,a,2
542,1,Guayule MAC D075 2018,2018-07-13 00:00:00,8.25,a,2
543,1,Guayule MAC D075 2018,2018-07-16 00:00:00,8.25,a,2
544,1,Guayule MAC D075 2018,2018-07-20 00:00:00,20.325,a,2
545,1,Guayule MAC D075 2018,2018-07-21 00:00:00,21.6,a,2
546,1,Guayule MAC D075 2018,2018-07-22 00:00:00,8.4,a,2
547,1,Guayule MAC D075 2018,2018-07-23 00:00:00,8.4,a,2
548,1,Guayule MAC D075 2018,2018-07-25 00:00:00,8.4,a,2
549,1,Guayule MAC D075 2018,2018-07-26 00:00:00,10.65,a,2
550,1,Guayule MAC D075 2018,2018-07-27 00:00:00,8.25,a,2
551,1,Guayule MAC D075 2018,2018-07-28 00:00:00,8.25,a,2
552,1,Guayule MAC D075 2018,2018-07-29 00:00:00,17.775,a,2
553,1,Guayule MAC D075 2018,2018-07-31 00:00:00,12,a,2
554,1,Guayule MAC D075 2018,2018-08-02 00:00:00,12,a,2
555,1,Guayule MAC D075 2018,2018-08-08 00:00:00,12,a,2
556,1,Guayule MAC D075 2018,2018-08-09 00:00:00,12,a,2
557,1,Guayule MAC D075 2018,2018-08-12 00:00:00,24,a,2
558,1,Guayule MAC D075 2018,2018-08-16 00:00:00,6.15,a,2
559,1,Guayule MAC D075 2018,2018-08-17 00:00:00,8.025,a,2
560,1,Guayule MAC D075 2018,2018-08-19 00:00:00,8.025,a,2
561,1,Guayule MAC D075 2018,2018-08-23 00:00:00,9.15,a,2
562,1,Guayule MAC D075 2018,2018-08-24 00:00:00,9.15,a,2
563,1,Guayule MAC D075 2018,2018-08-25 00:00:00,9.15,a,2
564,1,Guayule MAC D075 2018,2018-08-28 00:00:00,9,a,2
565,1,Guayule MAC D075 2018,2018-08-29 00:00:00,9,a,2
566,1,Guayule MAC D075 2018,2018-08-30 00:00:00,9,a,2
567,1,Guayule MAC D075 2018,2018-08-31 00:00:00,9,a,2
568,1,Guayule MAC D075 2018,2018-09-01 00:00:00,9,a,2
569,1,Guayule MAC D075 2018,2018-09-02 00:00:00,9,a,2
570,1,Guayule MAC D075 2018,2018-09-03 00:00:00,9,a,2
571,1,Guayule MAC D075 2018,2018-09-04 00:00:00,9,a,2
572,1,Guayule MAC D075 2018,2018-09-11 00:00:00,9,a,2
573,1,Guayule MAC D075 2018,2018-09-12 00:00:00,13.5,a,2
574,1,Guayule MAC D075 2018,2018-09-13 00:00:00,9,a,2
575,1,Guayule MAC D075 2018,2018-09-14 00:00:00,9,a,2
576,1,Guayule MAC D075 2018,2018-09-15 00:00:00,9,a,2
577,1,Guayule MAC D075 2018,2018-09-19 00:00:00,18,a,2
578,1,Guayule MAC D075 2018,2018-09-20 00:00:00,18,a,2
579,1,Guayule MAC D075 2018,2018-09-21 00:00:00,9,a,2
580,1,Guayule MAC D075 2018,2018-09-22 00:00:00,9,a,2
581,1,Guayule MAC D075 2018,2018-09-23 00:00:00,9,a,2
582,1,Guayule MAC D075 2018,2018-09-24 00:00:00,9,a,2
583,1,Guayule MAC D075 2018,2018-09-28 00:00:00,18,a,2
584,1,Guayule MAC D075 2018,2018-09-29 00:00:00,9,a,2
585,1,Guayule MAC D075 2018,2018-09-30 00:00:00,9,a,2
586,1,Guayule MAC D075 2018,2018-10-04 00:00:00,9,a,2
587,1,Guayule MAC D075 2018,2018-10-28 00:00:00,23.25,a,2
588,1,Guayule MAC D075 2018,2018-10-30 00:00:00,23.25,a,2
589,1,Guayule MAC D075 2018,2018-11-01 00:00:00,9,a,2
590,1,Guayule MAC D075 2018,2018-11-03 00:00:00,18,a,2
591,1,Guayule MAC D075 2018,2018-11-07 00:00:00,9,a,2
592,1,Guayule MAC D075 2018,2018-11-10 00:00:00,9,a,2
593,1,Guayule MAC D075 2018,2018-11-13 00:00:00,9,a,2
594,1,Guayule MAC D075 2018,2018-11-15 00:00:00,9,a,2
595,1,Guayule MAC D075 2018,2019-02-13 00:00:00,10.8525,a,2
596,1,Guayule MAC D075 2018,2019-02-16 00:00:00,5.4249975,a,2
597,1,Guayule MAC D075 2018,2019-02-17 00:00:00,7.725,a,2
598,1,Guayule MAC D075 2018,2019-02-21 00:00:00,7.725,a,2
599,1,Guayule MAC D075 2018,2019-03-19 00:00:00,7.539304259,a,2
600,1,Guayule MAC D075 2018,2019-03-20 00:00:00,7.479818784,a,2
601,1,Guayule MAC D075 2018,2019-03-21 00:00:00,7.596870848,a,2
602,1,Guayule MAC D075 2018,2019-03-22 00:00:00,7.418414423,a,2
603,1,Guayule MAC D075 2018,2019-03-23 00:00:00,7.080690435,a,2
604,1,Guayule MAC D075 2018,2019-03-27 00:00:00,7.575,a,2
605,1,Guayule MAC D075 2018,2019-03-28 00:00:00,7.575,a,2
606,1,Guayule MAC D075 2018,2019-04-02 00:00:00,7.05,a,2
607,1,Guayule MAC D075 2018,2019-04-03 00:00:00,7.05,a,2
608,1,Guayule MAC D075 2018,2019-04-04 00:00:00,7.05,a,2
609,1,Guayule MAC D075 2018,2019-04-07 00:00:00,7.05,a,2
610,1,Guayule MAC D075 2018,2019-04-10 00:00:00,9.375,a,2
611,1,Guayule MAC D075 2018,2019-04-12 00:00:00,7.05,a,2
612,1,Guayule MAC D075 2018,2019-04-13 00:00:00,7.05,a,2
613,1,Guayule MAC D075 2018,2019-04-14 00:00:00,7.05,a,2
614,1,Guayule MAC D075 2018,2019-04-15 00:00:00,7.35,a,2
615,1,Guayule MAC D075 2018,2019-04-18 00:00:00,7.125,a,2
616,1,Guayule MAC D075 2018,2019-04-19 00:00:00,7.125,a,2
617,1,Guayule MAC D075 2018,2019-04-20 00:00:00,7.125,a,2
618,1,Guayule MAC D075 2018,2019-04-22 00:00:00,7.425,a,2
619,1,Guayule MAC D075 2018,2019-04-23 00:00:00,10.8,a,2
620,1,Guayule MAC D075 2018,2019-04-24 00:00:00,10.8,a,2
621,1,Guayule MAC D075 2018,2019-04-25 00:00:00,10.725,a,2
622,1,Guayule MAC D075 2018,2019-04-28 00:00:00,10.425,a,2
623,1,Guayule MAC D075 2018,2019-04-29 00:00:00,10.5,a,2
624,1,Guayule MAC D075 2018,2019-04-30 00:00:00,10.275,a,2
625,1,Guayule MAC D075 2018,2019-05-01 00:00:00,10.425,a,2
626,1,Guayule MAC D075 2018,2019-05-02 00:00:00,10.5,a,2
627,1,Guayule MAC D075 2018,2019-05-03 00:00:00,10.5,a,2
628,1,Guayule MAC D075 2018,2019-05-08 00:00:00,10.35,a,2
629,1,Guayule MAC D075 2018,2019-05-09 00:00:00,10.275,a,2
630,1,Guayule MAC D075 2018,2019-05-10 00:00:00,10.275,a,2
631,1,Guayule MAC D075 2018,2019-05-11 00:00:00,10.275,a,2
632,1,Guayule MAC D075 2018,2019-05-12 00:00:00,10.275,a,2
633,1,Guayule MAC D075 2018,2019-05-14 00:00:00,7.125,a,2
634,1,Guayule MAC D075 2018,2019-05-15 00:00:00,7.125,a,2
635,1,Guayule MAC D075 2018,2019-05-16 00:00:00,7.125,a,2
636,1,Guayule MAC D075 2018,2019-05-17 00:00:00,7.125,a,2
637,1,Guayule MAC D075 2018,2019-05-18 00:00:00,7.125,a,2
638,1,Guayule MAC D075 2018,2019-05-19 00:00:00,7.125,a,2
639,1,Guayule MAC D075 2018,2019-05-21 00:00:00,7.05,a,2
640,1,Guayule MAC D075 2018,2019-05-22 00:00:00,7.05,a,2
641,1,Guayule MAC D075 2018,2019-05-23 00:00:00,7.05,a,2
642,1,Guayule MAC D075 2018,2019-05-24 00:00:00,7.5,a,2
643,1,Guayule MAC D075 2018,2019-05-27 00:00:00,10.425,a,2
644,1,Guayule MAC D075 2018,2019-05-28 00:00:00,10.425,a,2
645,1,Guayule MAC D075 2018,2019-05-29 00:00:00,10.425,a,2
646,1,Guayule MAC D075 2018,2019-05-30 00:00:00,10.425,a,2
647,1,Guayule MAC D075 2018,2019-05-31 00:00:00,10.425,a,2
648,1,Guayule MAC D075 2018,2019-06-03 00:00:00,8.55,a,2
649,1,Guayule MAC D075 2018,2019-06-04 00:00:00,8.55,a,2
650,1,Guayule MAC D075 2018,2019-06-05 00:00:00,8.55,a,2
651,1,Guayule MAC D075 2018,2019-06-06 00:00:00,8.55,a,2
652,1,Guayule MAC D075 2018,2019-06-07 00:00:00,8.55,a,2
653,1,Guayule MAC D075 2018,2019-06-08 00:00:00,8.55,a,2
654,1,Guayule MAC D075 2018,2019-06-09 00:00:00,8.55,a,2
655,1,Guayule MAC D075 2018,2019-06-10 00:00:00,12.15,a,2
656,1,Guayule MAC D075 2018,2019-06-11 00:00:00,12.15,a,2
657,1,Guayule MAC D075 2018,2019-06-12 00:00:00,12.15,a,2
658,1,Guayule MAC D075 2018,2019-06-13 00:00:00,12.15,a,2
659,1,Guayule MAC D075 2018,2019-06-14 00:00:00,12.15,a,2
660,1,Guayule MAC D075 2018,2019-06-15 00:00:00,12.15,a,2
661,1,Guayule MAC D075 2018,2019-06-17 00:00:00,8.25,a,2
662,1,Guayule MAC D075 2018,2019-06-18 00:00:00,8.25,a,2
663,1,Guayule MAC D075 2018,2019-06-19 00:00:00,8.25,a,2
664,1,Guayule MAC D075 2018,2019-06-20 00:00:00,8.25,a,2
665,1,Guayule MAC D075 2018,2019-06-21 00:00:00,8.25,a,2
666,1,Guayule MAC D075 2018,2019-06-22 00:00:00,8.25,a,2
667,1,Guayule MAC D075 2018,2019-06-24 00:00:00,6.9,a,2
668,1,Guayule MAC D075 2018,2019-06-25 00:00:00,6.9,a,2
669,1,Guayule MAC D075 2018,2019-06-26 00:00:00,6.9,a,2
670,1,Guayule MAC D075 2018,2019-06-27 00:00:00,6.9,a,2
671,1,Guayule MAC D075 2018,2019-06-28 00:00:00,6.9,a,2
672,1,Guayule MAC D075 2018,2019-06-29 00:00:00,6.9,a,2
673,1,Guayule MAC D075 2018,2019-06-30 00:00:00,6.9,a,2
674,1,Guayule MAC D075 2018,2019-07-01 00:00:00,16.65,a,2
675,1,Guayule MAC D075 2018,2019-07-02 00:00:00,12.825,a,2
676,1,Guayule MAC D075 2018,2019-07-03 00:00:00,12.75,a,2
677,1,Guayule MAC D075 2018,2019-07-04 00:00:00,19.05,a,2
678,1,Guayule MAC D075 2018,2019-07-05 00:00:00,19.05,a,2
679,1,Guayule MAC D075 2018,2019-07-07 00:00:00,18.225,a,2
680,1,Guayule MAC D075 2018,2019-07-08 00:00:00,4.35,a,2
681,1,Guayule MAC D075 2018,2019-07-09 00:00:00,4.35,a,2
682,1,Guayule MAC D075 2018,2019-07-10 00:00:00,4.35,a,2
683,1,Guayule MAC D075 2018,2019-07-11 00:00:00,18,a,2
684,1,Guayule MAC D075 2018,2019-07-12 00:00:00,20.325,a,2
685,1,Guayule MAC D075 2018,2019-07-16 00:00:00,8.4,a,2
686,1,Guayule MAC D075 2018,2019-07-17 00:00:00,8.4,a,2
687,1,Guayule MAC D075 2018,2019-07-18 00:00:00,8.4,a,2
688,1,Guayule MAC D075 2018,2019-07-19 00:00:00,8.1,a,2
689,1,Guayule MAC D075 2018,2019-07-20 00:00:00,8.1,a,2
690,1,Guayule MAC D075 2018,2019-07-21 00:00:00,8.1,a,2
691,1,Guayule MAC D075 2018,2019-07-22 00:00:00,8.325,a,2
692,1,Guayule MAC D075 2018,2019-07-24 00:00:00,8.25,a,2
693,1,Guayule MAC D075 2018,2019-07-25 00:00:00,8.25,a,2
694,1,Guayule MAC D075 2018,2019-07-26 00:00:00,9.825,a,2
695,1,Guayule MAC D075 2018,2019-07-27 00:00:00,9.825,a,2
696,1,Guayule MAC D075 2018,2019-07-28 00:00:00,9.825,a,2
697,1,Guayule MAC D075 2018,2019-07-30 00:00:00,7.5,a,2
698,1,Guayule MAC D075 2018,2019-07-31 00:00:00,7.5,a,2
699,1,Guayule MAC D125 2018,2018-04-20 00:00:00,55,a,2
700,1,Guayule MAC D125 2018,2018-04-21 00:00:00,52.5,a,2
701,1,Guayule MAC D125 2018,2018-04-22 00:00:00,26.25,a,2
702,1,Guayule MAC D125 2018,2018-04-23 00:00:00,25,a,2
703,1,Guayule MAC D125 2018,2018-04-24 00:00:00,15,a,2
704,1,Guayule MAC D125 2018,2018-04-25 00:00:00,18.75,a,2
705,1,Guayule MAC D125 2018,2018-04-26 00:00:00,48.75,a,2
706,1,Guayule MAC D125 2018,2018-04-27 00:00:00,75,a,2
707,1,Guayule MAC D125 2018,2018-04-28 00:00:00,13.75,a,2
708,1,Guayule MAC D125 2018,2018-04-29 00:00:00,7.5,a,2
709,1,Guayule MAC D125 2018,2018-04-30 00:00:00,7.5,a,2
710,1,Guayule MAC D125 2018,2018-05-01 00:00:00,10,a,2
711,1,Guayule MAC D125 2018,2018-05-03 00:00:00,15.25,a,2
712,1,Guayule MAC D125 2018,2018-05-05 00:00:00,18.5,a,2
713,1,Guayule MAC D125 2018,2018-05-07 00:00:00,18.5,a,2
714,1,Guayule MAC D125 2018,2018-05-09 00:00:00,18.5,a,2
715,1,Guayule MAC D125 2018,2018-05-11 00:00:00,18.5,a,2
716,1,Guayule MAC D125 2018,2018-05-13 00:00:00,18.5,a,2
717,1,Guayule MAC D125 2018,2018-05-16 00:00:00,14.875,a,2
718,1,Guayule MAC D125 2018,2018-05-17 00:00:00,18.5,a,2
719,1,Guayule MAC D125 2018,2018-05-19 00:00:00,18.5,a,2
720,1,Guayule MAC D125 2018,2018-05-21 00:00:00,18.75,a,2
721,1,Guayule MAC D125 2018,2018-05-22 00:00:00,21.25,a,2
722,1,Guayule MAC D125 2018,2018-05-26 00:00:00,18.75,a,2
723,1,Guayule MAC D125 2018,2018-05-28 00:00:00,18.75,a,2
724,1,Guayule MAC D125 2018,2018-05-29 00:00:00,12.5,a,2
725,1,Guayule MAC D125 2018,2018-05-30 00:00:00,12.5,a,2
726,1,Guayule MAC D125 2018,2018-05-31 00:00:00,18.75,a,2
727,1,Guayule MAC D125 2018,2018-06-01 00:00:00,18.75,a,2
728,1,Guayule MAC D125 2018,2018-06-05 00:00:00,13.75,a,2
729,1,Guayule MAC D125 2018,2018-06-06 00:00:00,13.75,a,2
730,1,Guayule MAC D125 2018,2018-06-07 00:00:00,20,a,2
731,1,Guayule MAC D125 2018,2018-06-08 00:00:00,20,a,2
732,1,Guayule MAC D125 2018,2018-06-09 00:00:00,20,a,2
733,1,Guayule MAC D125 2018,2018-06-10 00:00:00,20,a,2
734,1,Guayule MAC D125 2018,2018-06-15 00:00:00,20,a,2
735,1,Guayule MAC D125 2018,2018-06-22 00:00:00,20,a,2
736,1,Guayule MAC D125 2018,2018-06-28 00:00:00,13.5,a,2
737,1,Guayule MAC D125 2018,2018-07-02 00:00:00,22.5,a,2
738,1,Guayule MAC D125 2018,2018-07-04 00:00:00,22.5,a,2
739,1,Guayule MAC D125 2018,2018-07-05 00:00:00,22.5,a,2
740,1,Guayule MAC D125 2018,2018-07-06 00:00:00,22.5,a,2
